critic_rating,user_rating,num_critic_rev,num_user_rev,genres,esrb_rating,unit shipped/sold
73,6.3,34,139,Misc,T,1000.0
69,8.0,39,156,RPG,M,1000.0
72,7.6,20,49,RPG,T,1000.0
82,7.4,32,100,Misc,M,1000.0
69,7.8,11,103,RPG,T,1000.0
84,7.3,23,98,Misc,M,1000.0
79,7.7,22,154,Misc,M,1000.0
87,7.3,32,180,Misc,T,1000.0
90,8.6,9,1373,Action,M,1060000.0
66,0.0,4,0,Action,T,1000.0
80,7.8,17,439,Action,M,1000.0
44,4.6,8,24,Action,M,1000.0
68,6.7,10,14,Misc,T,1000.0
76,6.3,4,4,Action,M,1000.0
84,7.8,5,30,RPG,M,1000.0
53,5.2,6,27,Action,M,1000.0
76,0.0,6,0,Action,M,1000.0
81,0.0,4,0,Action,T,1000.0
51,5.2,13,5,Action,M,1000.0
82,7.7,34,828,Action,M,160000.0
76,7.0,9,45,Action,M,1000.0
72,7.6,11,316,Action,T,30000.0
70,0.0,6,0,RPG,M,1000.0
82,7.0,4,6,RPG,M,1000.0
72,4.4,4,16,Action,M,1000.0
87,7.6,26,501,Action,T,90000.0
0,80.0,0,7,RPG,T,1000.0
61,7.1,10,32,Action,T,10000.0
46,5.9,8,21,Action,M,150000.0
67,6.6,9,14,Action,T,1000.0
48,4.3,7,4,Action,T,1000.0
62,6.6,8,13,Misc,T,1000.0
67,7.4,7,11,Misc,M,1000.0
80,7.2,19,100,Action,M,1000.0
75,7.3,4,15,RPG,M,1000.0
81,6.8,24,67,RPG,M,1000.0
66,7.3,14,57,Misc,M,1000.0
61,6.8,19,21,Misc,M,1000.0
67,7.5,16,24,Misc,T,1000.0
65,7.7,28,22,RPG,M,1000.0
47,5.1,5,9,RPG,M,1000.0
63,5.8,9,11,RPG,M,1000.0
54,7.3,17,19,Misc,M,1000.0
53,2.1,9,14,Misc,M,1000.0
68,7.4,5,16,Action,T,1000.0
74,7.6,32,50,Misc,M,40000.0
64,6.0,11,8,Misc,M,1000.0
25,3.2,7,20,RPG,T,1000.0
67,6.8,39,143,RPG,RP,1000.0
76,7.7,17,202,Action,M,1000.0
91,8.5,44,862,Misc,T,10000.0
86,8.5,64,801,Misc,T,60000.0
92,8.5,40,2801,Action,M,1150000.0
78,4.6,18,1208,Action,M,420000.0
81,5.4,29,1798,Misc,M,1620000.0
83,3.1,29,709,Action,T,1000.0
74,4.4,11,1752,Misc,M,1510000.0
73,3.0,10,1147,Action,M,1000.0
68,2.1,14,3446,Action,M,670000.0
73,3.5,16,642,Action,M,330000.0
86,4.3,40,6685,Action,M,880000.0
78,2.8,26,5347,Action,M,1710000.0
86,6.2,4,114,Action,T,190000.0
87,8.2,54,244,Misc,M,1000.0
73,3.4,21,687,Action,M,190000.0
83,7.6,36,896,Misc,T,180000.0
72,7.7,25,263,Misc,M,10000.0
78,8.0,39,316,Misc,T,30000.0
79,8.2,23,826,Misc,T,1000.0
51,3.5,12,144,Misc,M,120000.0
72,7.1,21,17,Misc,M,1000.0
55,5.3,6,4,Action,M,1000.0
80,7.7,15,72,Action,RP,1000.0
76,7.0,13,7,Action,M,1000.0
72,0.0,6,0,Misc,T,1000.0
49,5.7,10,11,Misc,M,1000.0
82,8.8,11,86,Misc,M,1000.0
54,6.2,6,12,RPG,M,20000.0
61,7.0,6,57,Misc,M,1000.0
68,8.5,6,111,Misc,M,1000.0
46,3.6,6,25,Misc,M,1000.0
80,7.7,5,33,Misc,M,1000.0
83,7.7,18,62,Misc,M,1000.0
63,6.9,9,22,Action,T,100000.0
64,6.7,18,30,Action,T,1000.0
48,7.2,9,69,Action,M,1000.0
54,4.3,21,164,Action,M,1000.0
46,6.8,5,5,Misc,M,1000.0
56,5.2,10,5,Action,T,1000.0
54,7.2,10,5,Action,T,1000.0
60,5.6,23,73,Misc,M,1000.0
73,7.6,12,21,Action,M,1000.0
65,4.8,4,13,Misc,T,1000.0
79,6.1,8,20,Misc,T,1000.0
75,7.6,4,14,RPG,M,1000.0
0,55.0,0,8,Misc,T,1000.0
65,7.7,10,12,Misc,M,1000.0
61,0.0,4,0,Misc,T,1000.0
52,5.8,4,4,Misc,T,1000.0
55,0.0,6,0,Action,T,1000.0
76,7.5,10,27,Action,M,1000.0
64,0.0,4,0,Action,M,1000.0
73,7.7,8,65,Misc,T,170000.0
81,7.4,23,599,Action,M,380000.0
58,7.7,16,542,Action,M,170000.0
79,7.5,10,24,RPG,RP,1000.0
80,8.0,15,48,Action,M,1000.0
46,3.8,13,10,Action,M,1000.0
83,8.3,6,168,Action,M,1000.0
88,7.8,17,247,Action,M,1000.0
50,5.6,6,14,Action,T,1000.0
82,7.5,11,16,RPG,T,1000.0
74,0.0,4,0,Misc,M,1000.0
73,7.6,17,23,RPG,T,20000.0
72,6.2,40,252,RPG,T,10000.0
67,7.1,20,27,Misc,M,1000.0
68,7.0,9,6,Action,M,1000.0
47,0.0,8,0,Action,M,1000.0
62,7.0,13,31,RPG,RP,1000.0
69,0.0,7,0,Misc,T,1000.0
37,7.1,6,39,Action,T,1000.0
70,8.0,6,16,Misc,T,1000.0
85,7.9,10,59,RPG,T,1000.0
78,8.4,31,199,RPG,T,250000.0
76,8.2,4,11,Action,M,1000.0
26,2.6,8,19,Action,M,1000.0
72,5.9,27,36,Action,RP,1000.0
69,5.9,5,12,Misc,M,1000.0
62,7.5,4,4,Misc,M,1000.0
81,7.5,9,15,Misc,M,1000.0
80,6.7,11,6,Action,M,1000.0
81,7.5,10,11,Misc,M,1000.0
73,7.1,5,29,Misc,M,1000.0
59,0.0,6,0,Action,T,1000.0
77,8.1,16,518,Action,M,10000.0
73,7.2,7,10,RPG,M,1000.0
85,4.7,9,15,Misc,T,1000.0
69,7.4,5,68,Action,M,1000.0
79,7.7,24,934,Action,M,1000.0
65,6.6,13,19,Action,T,1000.0
59,5.6,19,79,Misc,M,1000.0
54,6.6,5,8,RPG,T,1000.0
75,7.7,21,109,Misc,RP,220000.0
69,6.8,21,53,Misc,M,1000.0
62,7.1,15,22,Action,M,1000.0
76,6.9,4,11,Misc,T,1000.0
62,5.6,12,12,RPG,M,10000.0
64,0.0,6,0,Misc,M,1000.0
64,6.8,10,14,Action,M,1000.0
77,8.8,13,16,Action,RP,1000.0
61,8.2,5,11,Misc,M,1000.0
71,3.8,6,31,RPG,M,1000.0
80,8.6,6,8,Action,M,1000.0
80,8.3,9,20,RPG,T,1000.0
76,0.0,4,0,Misc,M,1000.0
69,4.0,35,129,Misc,T,1000.0
70,5.7,17,39,Misc,M,20000.0
61,5.6,18,95,Misc,M,60000.0
47,1.7,20,228,Misc,M,110000.0
70,7.7,20,109,Misc,M,240000.0
72,7.3,15,150,Misc,M,450000.0
85,8.9,60,1646,Misc,M,5000000.0
79,7.7,15,80,Misc,M,1000.0
79,7.1,6,10,Misc,M,1000.0
78,8.3,4,11,Misc,M,1000.0
80,6.0,11,15,Misc,M,1000.0
72,6.6,16,27,Misc,M,1000.0
66,6.5,28,45,Misc,M,1000.0
76,7.4,36,29,Misc,M,1000.0
66,7.6,14,10,Misc,M,1000.0
75,7.5,7,10,Misc,T,40000.0
69,3.5,11,17,Action,M,1000.0
85,8.4,58,112,RPG,M,1000.0
82,7.6,40,41,Misc,M,1000.0
57,0.0,6,0,Misc,M,1000.0
35,4.5,6,4,Misc,M,1000.0
67,6.9,46,32,Misc,M,1000.0
86,7.8,16,41,Misc,T,1000.0
61,7.0,11,22,Misc,T,1000.0
42,4.1,6,9,Action,M,1000.0
69,7.4,13,21,Action,M,1000.0
83,8.6,5,61,RPG,M,1000.0
77,7.5,13,17,Misc,M,1000.0
67,0.0,11,0,Misc,T,1000.0
63,7.5,25,243,Action,M,1000.0
85,8.8,28,171,RPG,M,1000.0
58,3.5,8,6,Misc,RP,1000.0
67,5.3,21,10,Misc,T,1000.0
79,7.6,17,30,Misc,T,1000.0
65,4.9,35,89,Misc,M,1000.0
78,6.6,8,61,Action,M,190000.0
74,7.3,9,29,Misc,M,1000.0
67,7.4,6,26,Action,M,1000.0
72,7.7,17,36,Action,M,1000.0
62,8.3,5,30,Action,T,1000.0
76,7.2,14,33,Action,M,370000.0
51,7.1,5,7,Action,T,1000.0
47,3.8,10,4,Misc,M,1000.0
69,6.8,13,18,Action,M,1000.0
32,4.9,6,9,Action,M,1000.0
53,5.7,4,7,Misc,RP,1000.0
67,5.8,28,8,Misc,T,1000.0
55,7.2,10,11,Action,T,1000.0
0,81.0,0,38,Misc,T,1000.0
0,80.0,0,36,Misc,T,1000.0
39,4.7,7,7,Misc,T,1000.0
72,6.8,19,46,RPG,T,1000.0
72,7.5,16,26,RPG,T,1000.0
77,7.5,11,34,RPG,T,1000.0
70,7.0,11,21,RPG,T,1000.0
73,7.5,13,66,Misc,M,380000.0
66,7.7,13,73,Action,T,1000.0
64,6.0,21,23,Misc,M,1000.0
55,8.0,5,5,Misc,T,1000.0
62,8.6,12,16,Action,M,1000.0
87,7.5,6,54,Action,T,10000.0
83,8.6,14,88,Action,M,1000.0
83,7.6,11,65,Action,T,20000.0
32,7.3,9,10,Misc,T,1000.0
66,7.0,9,5,Misc,M,1000.0
74,7.6,16,30,Misc,T,1000.0
56,0.0,6,0,Action,M,1000.0
71,5.0,6,146,Action,T,1000.0
66,0.0,7,0,Misc,T,1000.0
71,0.0,7,0,Misc,T,1000.0
83,7.0,22,8,Misc,T,1000.0
69,6.4,16,18,Misc,M,20000.0
37,3.5,7,4,Action,T,1000.0
81,7.6,9,18,Misc,T,1000.0
79,7.1,5,8,Misc,M,1000.0
89,7.7,12,21,Misc,T,1000.0
81,5.4,4,46,Misc,T,1000.0
62,3.3,15,87,Misc,T,30000.0
40,6.3,6,7,Action,T,1000.0
94,8.9,5,417,Misc,T,1000.0
77,7.9,44,125,Misc,T,1000.0
85,8.0,47,444,Misc,T,70000.0
64,2.1,71,677,Misc,T,10000.0
84,8.3,34,292,Misc,M,10000.0
83,8.9,16,260,Misc,M,1000.0
90,8.8,7,318,Misc,T,2850000.0
84,8.9,29,414,Misc,T,1340000.0
86,8.9,23,270,Misc,T,1000.0
82,6.8,55,493,Misc,M,660000.0
64,6.8,33,92,Misc,T,1000.0
75,7.8,28,118,Action,T,1000.0
71,8.8,12,34,Misc,M,20000.0
68,5.3,16,20,Misc,T,30000.0
87,8.8,17,228,Misc,M,1000.0
72,7.6,24,94,Misc,M,20000.0
62,7.3,20,59,Action,T,1000.0
93,8.8,55,1249,Misc,M,40000.0
80,2.1,82,5725,Misc,M,680000.0
81,6.2,38,76,Misc,M,1000.0
80,6.2,14,56,Misc,M,1000.0
80,6.9,29,118,Misc,M,1000.0
87,8.7,36,244,Misc,M,40000.0
70,7.2,42,212,Misc,M,40000.0
68,6.6,24,132,Action,M,1140000.0
62,6.1,24,15,Misc,T,1000.0
71,7.0,23,31,Misc,T,1000.0
76,6.8,5,10,Misc,M,1000.0
66,7.5,7,13,Action,M,1000.0
78,7.8,24,184,Action,M,1000.0
63,0.0,4,0,Misc,T,1000.0
59,5.3,10,6,Misc,M,1000.0
58,4.8,18,54,Action,M,10000.0
56,7.9,4,26,Action,M,1000.0
65,7.7,10,32,Action,M,1000.0
61,7.4,10,16,Action,M,1000.0
55,7.5,18,15,Action,M,1000.0
51,5.2,27,36,Misc,T,1000.0
80,8.5,13,13,Misc,T,1000.0
53,0.0,12,0,Misc,T,1000.0
60,7.5,6,15,Action,M,1000.0
63,5.1,5,14,Action,T,420000.0
62,7.2,4,108,Action,M,1000.0
56,6.2,20,21,Action,M,1000.0
72,8.2,4,32,RPG,M,1000.0
62,7.6,24,193,Action,T,180000.0
72,5.5,17,30,RPG,M,1000.0
0,0.0,62,0,Misc,M,1000.0
44,7.8,16,18,Misc,M,1000.0
58,7.0,9,7,Action,T,1000.0
71,7.3,11,15,Misc,M,1000.0
49,1.3,9,4,Misc,M,1000.0
44,7.2,7,123,Misc,T,1000.0
77,7.3,8,21,RPG,RP,1000.0
63,5.5,19,135,Misc,M,360000.0
69,7.9,12,33,Misc,T,1000.0
73,7.2,33,46,Misc,M,1000.0
60,8.8,6,88,Misc,T,1000.0
74,8.0,16,83,Misc,T,30000.0
74,8.3,10,45,Misc,T,1000.0
68,7.5,27,33,RPG,RP,1000.0
88,9.2,11,6871,Action,M,1000.0
65,8.7,33,1581,Action,M,1000.0
83,7.5,38,3406,Action,T,1000.0
88,8.9,9,10003,Action,M,15000000.0
54,2.8,17,208,Action,M,1000.0
65,7.7,9,63,Misc,T,1000.0
76,8.2,8,117,Misc,M,1000.0
63,7.6,8,31,Action,M,1000.0
67,8.1,4,13,Action,M,1000.0
55,7.0,8,7,Action,M,1000.0
78,7.8,10,42,RPG,RP,110000.0
79,7.6,15,80,Misc,M,1000.0
72,7.4,12,20,Misc,T,1000.0
71,6.5,11,20,Action,M,1000.0
55,2.4,6,36,Action,RP,1000.0
54,6.8,7,9,Misc,M,60000.0
84,0.0,5,0,Action,M,1000.0
82,7.4,6,5,Action,T,1000.0
58,0.0,4,0,Action,T,1000.0
71,7.0,7,4,Action,M,1000.0
45,4.7,20,7,Misc,M,1000.0
57,5.9,8,121,Action,M,1000.0
68,5.1,7,41,Action,M,1000.0
83,7.7,32,20,Misc,T,1000.0
68,7.5,8,37,Action,M,1000.0
0,0.0,0,0,Action,M,1000.0
54,0.0,6,0,Action,M,1000.0
81,6.7,6,32,Misc,M,1000.0
62,0.0,5,0,Action,M,1000.0
56,6.5,6,13,Action,M,1000.0
74,7.3,11,14,Misc,T,1000.0
77,7.3,12,4,Action,T,1000.0
59,6.9,14,12,Action,T,1000.0
86,8.2,13,112,RPG,RP,1000.0
70,6.4,26,38,Action,M,1000.0
68,8.0,4,5,Misc,T,1000.0
70,7.4,6,14,RPG,M,1000.0
73,7.6,26,42,Misc,T,1000.0
82,8.8,31,838,Misc,M,1000.0
80,6.8,4,13,Misc,RP,1000.0
65,0.0,4,0,Misc,T,1000.0
80,7.2,4,19,Misc,RP,1000.0
77,7.6,7,54,Misc,RP,1000.0
88,8.7,7,170,Misc,T,1000.0
81,8.2,5,58,Misc,T,1000.0
63,6.5,17,11,Misc,M,1000.0
69,7.8,28,196,Action,T,1000.0
87,7.7,45,183,Action,RP,1000.0
80,7.2,6,6,Action,T,1000.0
91,8.0,56,2258,Action,M,3000000.0
86,6.9,42,1760,Action,M,730000.0
76,6.6,47,1341,Action,M,1000.0
84,7.9,56,600,Action,M,1000.0
59,0.0,16,0,RPG,M,1000.0
78,7.2,6,119,RPG,T,1000.0
59,7.0,14,6,Misc,T,1000.0
74,6.3,4,34,Misc,M,150000.0
68,6.8,4,16,Misc,T,1000.0
75,7.2,6,14,Action,T,1000.0
66,7.7,13,43,Misc,M,1000.0
71,6.9,17,18,Misc,T,1000.0
62,8.1,5,14,Misc,T,1000.0
72,7.4,7,10,Misc,M,1000.0
88,8.2,31,1015,Action,M,1740000.0
58,6.5,5,4,Action,M,1000.0
59,3.0,6,8,Action,T,1000.0
63,6.6,17,7,Action,M,1000.0
56,7.0,19,7,Misc,T,10000.0
67,7.0,14,78,Misc,T,1000.0
41,4.2,21,265,Action,RP,1000.0
72,6.8,27,250,RPG,T,230000.0
87,8.8,6,87,Misc,M,1000.0
82,8.6,12,55,Misc,T,1000.0
76,7.6,6,32,Action,M,120000.0
84,8.3,36,194,Misc,T,710000.0
69,7.5,18,11,Action,M,1000.0
81,6.8,21,90,Misc,T,1000.0
76,7.7,8,51,RPG,T,1000.0
72,7.4,8,45,RPG,M,1000.0
85,8.4,44,2472,Action,T,1000.0
87,7.6,83,1022,Action,M,1000.0
59,5.4,12,228,Action,M,1000.0
78,6.3,46,154,Action,M,1000.0
83,8.9,5,367,Action,M,1000.0
69,5.1,11,21,Action,M,1000.0
40,3.5,15,89,RPG,T,1000.0
88,8.3,19,126,Action,M,70000.0
72,0.0,6,0,Misc,M,1000.0
56,6.8,9,6,RPG,T,1000.0
65,7.7,20,15,Misc,T,1000.0
59,5.8,11,18,Action,T,1000.0
41,4.3,17,81,Action,T,10000.0
65,0.0,5,0,Action,M,1000.0
51,0.0,13,0,Misc,T,1000.0
70,7.5,8,13,Action,M,1000.0
83,8.9,6,90,RPG,M,180000.0
80,7.2,5,54,RPG,M,1000.0
82,8.5,10,125,RPG,M,230000.0
64,0.0,7,0,Action,M,1000.0
70,3.4,6,21,Action,M,1000.0
54,3.2,14,28,Action,T,1000.0
81,5.9,5,25,RPG,M,1000.0
82,8.8,24,28,Misc,M,10000.0
80,8.6,9,12,Action,M,1000.0
88,7.8,18,69,RPG,T,1000.0
83,7.3,9,11,RPG,T,1000.0
76,8.0,4,10,RPG,T,1000.0
85,7.6,10,20,RPG,T,1000.0
75,7.6,14,11,RPG,T,1000.0
71,7.3,18,26,Action,M,1000.0
75,7.2,8,29,Misc,M,10000.0
66,6.8,20,17,Misc,M,1000.0
68,7.5,23,19,Misc,M,1000.0
66,0.0,4,0,RPG,RP,1000.0
78,0.0,4,0,Action,T,1000.0
55,5.4,13,5,Misc,T,1000.0
72,8.7,44,1094,RPG,M,1000.0
59,7.4,14,7,Misc,T,1000.0
77,7.4,26,14,Misc,T,1000.0
66,6.5,15,80,Action,T,1000.0
91,7.2,36,2508,RPG,RP,1270000.0
82,7.8,12,94,RPG,RP,1000.0
79,7.6,15,102,RPG,RP,1000.0
82,7.5,19,190,RPG,RP,1000.0
79,7.4,8,386,RPG,RP,1450000.0
89,8.4,56,2651,RPG,RP,3290000.0
73,7.3,23,129,RPG,RP,1000.0
82,8.2,22,197,RPG,RP,1000.0
84,6.2,8,211,RPG,RP,1000.0
85,7.7,42,2204,RPG,RP,3290000.0
77,0.0,8,0,RPG,T,1000.0
57,5.3,22,73,Misc,M,20000.0
83,7.3,6,8,RPG,RP,1000.0
71,7.2,33,59,RPG,M,30000.0
65,6.9,10,7,Action,M,1000.0
84,7.8,55,511,RPG,RP,2210000.0
81,0.0,4,0,RPG,M,1000.0
82,6.3,11,13,RPG,T,1000.0
81,8.0,4,42,Misc,T,1000.0
51,6.0,20,115,Action,M,1000.0
68,8.2,6,13,RPG,M,1000.0
52,7.2,15,19,RPG,T,1000.0
55,6.8,13,16,Action,M,1000.0
83,7.7,18,707,Action,M,150000.0
81,7.9,23,736,Action,M,560000.0
70,7.3,43,435,Action,M,10000.0
65,6.1,52,134,RPG,RP,110000.0
36,6.5,7,13,Action,M,1000.0
80,8.2,16,77,Action,RP,170000.0
84,7.7,46,134,Misc,T,1000.0
79,5.6,10,145,RPG,RP,1000.0
73,7.7,13,10,Action,M,1000.0
70,0.0,4,0,Misc,T,1000.0
82,8.8,32,146,Misc,M,370000.0
78,7.6,16,20,Misc,T,10000.0
59,7.0,4,72,Misc,T,10000.0
52,5.7,17,23,RPG,RP,1000.0
74,6.7,8,40,Misc,T,1000.0
58,7.3,7,7,RPG,RP,1000.0
79,9.1,22,792,Action,T,1000.0
80,9.1,22,1884,Misc,M,1000.0
77,8.5,10,43,Action,M,1000.0
86,7.9,37,142,RPG,M,270000.0
51,4.3,59,198,Action,M,1000.0
89,7.7,34,229,Action,M,830000.0
59,6.1,8,40,RPG,M,1000.0
53,6.3,4,22,Action,M,1000.0
45,5.1,7,36,Action,T,1000.0
74,7.1,23,22,RPG,RP,1000.0
80,6.8,24,1494,Action,M,4520000.0
70,5.6,8,42,Action,T,1000.0
61,6.0,35,464,Action,M,120000.0
63,6.3,15,7,Misc,T,1000.0
51,6.8,14,8,Misc,T,1000.0
78,6.5,17,233,Action,M,630000.0
66,5.7,10,56,Action,M,260000.0
70,5.6,44,350,Action,M,1000.0
74,3.7,14,101,Action,T,150000.0
86,8.1,28,1335,Action,M,590000.0
87,8.4,28,1137,Action,M,320000.0
78,6.1,16,1205,Action,M,190000.0
70,6.5,16,91,RPG,RP,1000.0
70,7.6,24,58,Action,M,1000.0
71,6.6,16,390,Action,M,1000.0
69,5.3,7,94,Action,M,1000.0
73,4.8,8,124,Misc,M,1000.0
67,6.7,11,6,Action,T,1000.0
78,6.7,11,40,Action,M,130000.0
65,0.0,5,0,Action,T,1000.0
53,6.9,31,168,RPG,T,250000.0
78,7.4,7,550,Action,T,800000.0
56,7.5,7,18,Action,T,1000.0
79,7.0,8,8,Action,T,1000.0
59,7.2,7,116,Action,M,1000.0
63,7.6,15,701,Action,M,1000.0
75,6.5,37,698,Misc,M,1000.0
62,5.6,11,55,Action,T,1000.0
73,7.9,5,20,Action,T,1000.0
73,6.6,7,5,Action,T,1000.0
53,3.6,10,15,Action,T,1000.0
50,0.0,10,0,Action,M,1000.0
69,7.7,14,35,Action,M,1000.0
73,8.3,6,31,Action,M,1000.0
78,7.0,10,8,Action,M,1000.0
77,7.7,11,78,Action,RP,1000.0
78,7.6,9,23,RPG,RP,1000.0
71,7.4,18,53,Action,RP,1000.0
77,7.7,26,70,Misc,RP,100000.0
60,5.9,6,13,Action,M,1000.0
47,2.0,4,17,Action,M,10000.0
39,4.1,20,36,Action,M,1000.0
38,0.0,4,0,Action,T,1000.0
43,0.0,5,0,Misc,M,1000.0
70,6.0,11,6,RPG,RP,1000.0
72,0.0,8,0,Action,M,1000.0
58,4.6,17,28,Misc,T,10000.0
55,0.0,6,0,Misc,T,1000.0
81,8.8,11,271,Misc,T,560000.0
63,7.7,15,19,Misc,T,1000.0
64,6.6,40,659,RPG,M,1000.0
68,0.0,4,0,RPG,RP,1000.0
74,0.0,4,0,Action,T,1000.0
77,7.7,26,85,Action,T,1000.0
70,7.6,17,30,Action,M,1000.0
74,7.7,22,49,Action,M,1000.0
51,7.5,8,23,Action,M,1000.0
65,5.9,9,21,Action,M,1000.0
40,5.0,7,50,Action,T,1000.0
37,4.9,5,28,Action,M,1000.0
72,7.7,14,15,RPG,M,1000.0
76,7.7,50,192,Misc,M,20000.0
62,4.8,7,6,Misc,M,1000.0
70,7.1,14,146,Misc,M,690000.0
33,0.0,8,0,Misc,T,1000.0
74,8.2,33,356,RPG,M,740000.0
76,7.1,29,86,RPG,M,120000.0
65,7.7,7,117,Action,M,1000.0
48,5.1,5,12,Action,M,1000.0
79,8.0,6,31,RPG,T,1000.0
78,0.0,7,0,Action,M,1000.0
89,7.7,14,43,Action,T,1000.0
89,8.7,6,47,Action,T,1000.0
60,0.0,7,0,Action,M,1000.0
70,7.5,29,8,Misc,T,1000.0
82,7.7,12,65,RPG,T,120000.0
66,6.8,13,29,Misc,T,1000.0
78,8.8,12,121,Misc,T,1000.0
61,6.5,14,19,Misc,M,1000.0
74,8.0,11,7,RPG,T,1000.0
83,3.7,36,1201,Action,T,160000.0
61,1.5,9,160,Action,T,1000.0
84,5.8,17,177,Action,T,20000.0
68,2.8,6,71,Action,M,1000.0
51,7.4,11,5,Misc,M,1000.0
67,0.0,4,0,Misc,T,1000.0
80,0.0,6,0,RPG,T,1000.0
76,7.1,4,11,RPG,M,1000.0
53,7.4,5,7,RPG,T,1000.0
83,7.8,18,78,RPG,M,240000.0
90,9.2,28,1215,Action,M,10000.0
90,8.5,52,3363,Action,M,580000.0
91,8.5,4,503,Action,M,1000.0
73,7.3,14,220,Action,M,1000.0
80,6.3,44,300,Action,M,1000.0
83,6.6,56,1040,Action,M,70000.0
73,7.0,5,14,Action,M,1000.0
45,3.0,14,172,Action,M,180000.0
62,5.9,20,18,Action,M,1000.0
83,7.1,20,65,Action,M,100000.0
66,8.4,8,258,Action,M,1000.0
78,8.5,21,445,Action,M,300000.0
72,8.8,11,175,Action,M,1000.0
89,8.7,21,928,Action,T,1000.0
63,6.1,6,30,RPG,M,1000.0
69,0.0,4,0,Misc,M,1000.0
85,7.3,13,93,Action,M,1000.0
62,7.7,16,75,RPG,RP,1000.0
84,7.4,20,103,Action,M,20000.0
89,8.2,22,389,Action,T,50000.0
86,7.0,23,489,Action,T,150000.0
78,6.0,15,99,Action,T,10000.0
86,8.7,33,365,Action,T,40000.0
84,5.3,22,76,Action,T,1000.0
72,5.6,11,188,Action,T,1000.0
94,8.7,12,1004,RPG,RP,2500000.0
88,8.8,34,1232,RPG,RP,4000000.0
87,9.0,21,760,RPG,RP,2000000.0
88,4.1,86,9549,Misc,RP,12000000.0
87,6.6,75,1556,RPG,RP,3700000.0
76,4.9,23,135,RPG,RP,1000.0
69,6.6,7,9,Misc,M,1000.0
54,5.4,19,16,Action,M,1000.0
53,0.0,6,0,Action,T,1000.0
76,0.0,5,0,Action,M,170000.0
62,7.8,13,31,Misc,T,1000.0
66,6.3,34,27,Misc,RP,1000.0
59,8.7,9,52,Action,M,1000.0
53,6.3,4,140,Action,T,1000.0
42,7.6,7,22,Misc,M,1000.0
51,6.7,7,10,Action,M,1000.0
76,7.5,10,23,RPG,RP,1000.0
75,7.4,5,9,RPG,RP,1000.0
58,4.5,23,11,Misc,T,1000.0
74,7.4,6,8,Action,T,1000.0
78,8.6,11,21,Action,T,1000.0
63,7.7,8,244,Action,M,1000.0
58,0.0,4,0,Action,M,1000.0
84,8.7,18,128,Misc,T,1000.0
72,7.7,10,24,Misc,T,1000.0
80,7.9,8,82,Misc,T,1000.0
65,7.5,10,23,Misc,T,1000.0
56,5.3,36,112,Misc,T,20000.0
63,4.9,6,44,Misc,T,10000.0
81,8.0,5,11,Misc,M,1000.0
74,5.9,7,47,Misc,M,170000.0
91,8.4,29,3911,Action,M,510000.0
86,6.8,40,781,Action,M,260000.0
81,6.8,24,177,Action,M,170000.0
75,7.1,4,43,Action,M,1000.0
80,8.7,15,174,Action,M,1000.0
80,8.3,21,235,Action,M,1000.0
69,6.8,4,56,Action,M,1000.0
66,7.6,6,166,Action,T,1000.0
73,6.9,7,16,Action,M,1000.0
50,0.0,7,0,Action,M,1000.0
71,6.6,5,7,Action,M,1000.0
69,0.0,4,0,Action,M,1000.0
81,7.9,7,46,Misc,M,1000.0
61,0.0,6,0,Action,M,1000.0
74,7.6,4,10,Action,M,170000.0
78,7.9,4,45,Misc,T,1000.0
81,7.9,6,97,Misc,T,1000.0
60,5.8,5,16,Action,M,1000.0
75,7.7,5,15,Action,M,1000.0
73,6.7,5,53,Action,T,200000.0
83,7.3,4,11,Misc,M,1000.0
61,0.0,6,0,Misc,T,1000.0
81,8.5,21,188,RPG,RP,1000.0
72,7.7,43,150,RPG,RP,70000.0
72,8.2,4,20,RPG,RP,30000.0
82,8.2,9,206,RPG,RP,1000.0
76,7.1,37,255,RPG,RP,270000.0
87,8.7,59,2172,RPG,RP,2710000.0
94,8.3,5,485,RPG,RP,1000.0
93,8.8,72,1588,RPG,RP,1000.0
95,9.0,5,162,RPG,M,1000.0
85,6.9,22,1913,Action,T,1000.0
62,6.3,7,15,Misc,M,1000.0
61,0.0,15,0,Misc,M,1000.0
78,8.3,7,323,RPG,M,1000.0
59,0.0,6,0,Action,M,1000.0
73,7.3,4,22,Action,M,280000.0
69,5.0,20,6,Misc,T,1000.0
82,7.6,8,45,Misc,T,1000.0
76,7.2,8,10,Misc,T,1000.0
62,0.8,4,5,Action,M,1000.0
50,4.5,12,4,Action,M,1000.0
56,0.0,6,0,Misc,M,1000.0
79,8.3,33,1013,Action,M,1000.0
83,8.2,4,94,Action,T,1000.0
77,8.0,4,9,Action,T,1000.0
68,8.4,5,5,Action,T,1000.0
77,7.5,19,33,Action,M,1000.0
83,7.7,13,96,Misc,M,550000.0
40,0.0,4,0,Misc,M,1000.0
50,5.3,6,8,RPG,T,1000.0
90,6.5,33,11149,Misc,T,1000.0
50,6.2,9,13,Action,T,1000.0
75,0.0,6,0,Action,T,1000.0
75,8.0,6,31,Misc,T,1000.0
65,0.0,13,0,Misc,M,1000.0
81,6.6,20,110,Action,M,290000.0
65,7.3,11,23,Misc,T,1000.0
32,3.8,4,10,Misc,M,1000.0
0,0.0,0,0,RPG,T,1000.0
68,6.8,14,19,RPG,M,1000.0
67,6.7,13,19,RPG,M,1000.0
